,Smoother_GS,CGS,Smoother_JAC,Smoother,Smoother_GSRB,Smoother_GSRBAC,CGS_IP_CG,Smoother_GSACBE,CGS_IP_AMG,CGS_RED_AMG,Smoother_GSAC,numCore,post,pre,performance
1209,0,1,0,1,0,0,1,1,0,0,0,256,6,2,2794.64
1210,0,1,0,1,1,0,1,0,0,0,0,256,6,2,417.166
1211,0,1,0,1,0,1,1,0,0,0,0,256,6,2,445.741
1212,0,1,1,1,0,0,0,0,1,0,0,256,6,2,273.178
1213,1,1,0,1,0,0,0,0,1,0,0,256,6,2,266.07
1214,0,1,0,1,0,0,0,0,1,0,1,256,6,2,294.309
1215,0,1,0,1,0,0,0,1,1,0,0,256,6,2,2866.13
1216,0,1,0,1,1,0,0,0,1,0,0,256,6,2,401.049
1217,0,1,0,1,0,1,0,0,1,0,0,256,6,2,430.039
1218,0,1,1,1,0,0,0,0,0,1,0,256,6,2,298.275
1219,1,1,0,1,0,0,0,0,0,1,0,256,6,2,292.332
1220,0,1,0,1,0,0,0,0,0,1,1,256,6,2,323.508
1221,0,1,0,1,0,0,0,1,0,1,0,256,6,2,2919.66
1222,0,1,0,1,1,0,0,0,0,1,0,256,6,2,429.469
1223,0,1,0,1,0,1,0,0,0,1,0,256,6,2,462.928
1224,0,1,1,1,0,0,1,0,0,0,0,256,0,3,159.551
1225,1,1,0,1,0,0,1,0,0,0,0,256,0,3,160.51
1226,0,1,0,1,0,0,1,0,0,0,1,256,0,3,176.35
1227,0,1,0,1,0,0,1,1,0,0,0,256,0,3,1113.68
1228,0,1,0,1,1,0,1,0,0,0,0,256,0,3,211.581
1229,0,1,0,1,0,1,1,0,0,0,0,256,0,3,226.552
1230,0,1,1,1,0,0,0,0,1,0,0,256,0,3,154.889
1231,1,1,0,1,0,0,0,0,1,0,0,256,0,3,150.803
1232,0,1,0,1,0,0,0,0,1,0,1,256,0,3,161.88
1233,0,1,0,1,0,0,0,1,1,0,0,256,0,3,1139.97
1234,0,1,0,1,1,0,0,0,1,0,0,256,0,3,202.449
1235,0,1,0,1,0,1,0,0,1,0,0,256,0,3,212.872
1236,0,1,1,1,0,0,0,0,0,1,0,256,0,3,176.664
1237,1,1,0,1,0,0,0,0,0,1,0,256,0,3,172.829
1238,0,1,0,1,0,0,0,0,0,1,1,256,0,3,185.809
1239,0,1,0,1,0,0,0,1,0,1,0,256,0,3,1172.65
1240,0,1,0,1,1,0,0,0,0,1,0,256,0,3,224.055
1241,0,1,0,1,0,1,0,0,0,1,0,256,0,3,235.467
1242,0,1,1,1,0,0,1,0,0,0,0,256,1,3,187.25
1243,1,1,0,1,0,0,1,0,0,0,0,256,1,3,184.754
1244,0,1,0,1,0,0,1,0,0,0,1,256,1,3,203.453
1245,0,1,0,1,0,0,1,1,0,0,0,256,1,3,1450.49
1246,0,1,0,1,1,0,1,0,0,0,0,256,1,3,254.744
1247,0,1,0,1,0,1,1,0,0,0,0,256,1,3,272.76
1248,0,1,1,1,0,0,0,0,1,0,0,256,1,3,179.068
1249,1,1,0,1,0,0,0,0,1,0,0,256,1,3,173.712
1250,0,1,0,1,0,0,0,0,1,0,1,256,1,3,188.415
1251,0,1,0,1,0,0,0,1,1,0,0,256,1,3,1484.38
1252,0,1,0,1,1,0,0,0,1,0,0,256,1,3,242.351
1253,0,1,0,1,0,1,0,0,1,0,0,256,1,3,256.661
1254,0,1,1,1,0,0,0,0,0,1,0,256,1,3,202.377
1255,1,1,0,1,0,0,0,0,0,1,0,256,1,3,196.567
1256,0,1,0,1,0,0,0,0,0,1,1,256,1,3,216.219
1257,0,1,0,1,0,0,0,1,0,1,0,256,1,3,1517.28
1258,0,1,0,1,1,0,0,0,0,1,0,256,1,3,264.735
1259,0,1,0,1,0,1,0,0,0,1,0,256,1,3,286.289
1260,0,1,1,1,0,0,1,0,0,0,0,256,2,3,210.782
1261,1,1,0,1,0,0,1,0,0,0,0,256,2,3,209.431
1262,0,1,0,1,0,0,1,0,0,0,1,256,2,3,229.599
1263,0,1,0,1,0,0,1,1,0,0,0,256,2,3,1787.34
1264,0,1,0,1,1,0,1,0,0,0,0,256,2,3,293.637
1265,0,1,0,1,0,1,1,0,0,0,0,256,2,3,316.09
1266,0,1,1,1,0,0,0,0,1,0,0,256,2,3,203.349
1267,1,1,0,1,0,0,0,0,1,0,0,256,2,3,196.951
1268,0,1,0,1,0,0,0,0,1,0,1,256,2,3,214.6
1269,0,1,0,1,0,0,0,1,1,0,0,256,2,3,1828.59
1270,0,1,0,1,1,0,0,0,1,0,0,256,2,3,282.648
1271,0,1,0,1,0,1,0,0,1,0,0,256,2,3,299.637
1272,0,1,1,1,0,0,0,0,0,1,0,256,2,3,226.841
1273,1,1,0,1,0,0,0,0,0,1,0,256,2,3,219.512
1274,0,1,0,1,0,0,0,0,0,1,1,256,2,3,242.626
1275,0,1,0,1,0,0,0,1,0,1,0,256,2,3,1862.61
1276,0,1,0,1,1,0,0,0,0,1,0,256,2,3,304.861
1277,0,1,0,1,0,1,0,0,0,1,0,256,2,3,332.901
1278,0,1,1,1,0,0,1,0,0,0,0,256,3,3,236.141
1279,1,1,0,1,0,0,1,0,0,0,0,256,3,3,233.371
1280,0,1,0,1,0,0,1,0,0,0,1,256,3,3,255.918
1281,0,1,0,1,0,0,1,1,0,0,0,256,3,3,2125.26
1282,0,1,0,1,1,0,1,0,0,0,0,256,3,3,334.519
1283,0,1,0,1,0,1,1,0,0,0,0,256,3,3,359.621
1284,0,1,1,1,0,0,0,0,1,0,0,256,3,3,226.62
1285,1,1,0,1,0,0,0,0,1,0,0,256,3,3,220.201
1286,0,1,0,1,0,0,0,0,1,0,1,256,3,3,241.174
1287,0,1,0,1,0,0,0,1,1,0,0,256,3,3,2177.53
1288,0,1,0,1,1,0,0,0,1,0,0,256,3,3,322.799
1289,0,1,0,1,0,1,0,0,1,0,0,256,3,3,342.804
1290,0,1,1,1,0,0,0,0,0,1,0,256,3,3,251.05
1291,1,1,0,1,0,0,0,0,0,1,0,256,3,3,243.271
1292,0,1,0,1,0,0,0,0,0,1,1,256,3,3,271.041
1293,0,1,0,1,0,0,0,1,0,1,0,256,3,3,2218.93
1294,0,1,0,1,1,0,0,0,0,1,0,256,3,3,345.749
1295,0,1,0,1,0,1,0,0,0,1,0,256,3,3,377.164
1296,0,1,1,1,0,0,1,0,0,0,0,256,4,3,261.118
1297,1,1,0,1,0,0,1,0,0,0,0,256,4,3,256.695
1298,0,1,0,1,0,0,1,0,0,0,1,256,4,3,283.155
1299,0,1,0,1,0,0,1,1,0,0,0,256,4,3,2460.49
1300,0,1,0,1,1,0,1,0,0,0,0,256,4,3,376.713
1301,0,1,0,1,0,1,1,0,0,0,0,256,4,3,400.994
1302,0,1,1,1,0,0,0,0,1,0,0,256,4,3,250.956
1303,1,1,0,1,0,0,0,0,1,0,0,256,4,3,242.904
1304,0,1,0,1,0,0,0,0,1,0,1,256,4,3,267.562
1305,0,1,0,1,0,0,0,1,1,0,0,256,4,3,2520.68
1306,0,1,0,1,1,0,0,0,1,0,0,256,4,3,362.618
1307,0,1,0,1,0,1,0,0,1,0,0,256,4,3,386.607
1308,0,1,1,1,0,0,0,0,0,1,0,256,4,3,275.224
1309,1,1,0,1,0,0,0,0,0,1,0,256,4,3,266.11
1310,0,1,0,1,0,0,0,0,0,1,1,256,4,3,297.329
1311,0,1,0,1,0,0,0,1,0,1,0,256,4,3,2560.8
1312,0,1,0,1,1,0,0,0,0,1,0,256,4,3,389.036
1313,0,1,0,1,0,1,0,0,0,1,0,256,4,3,423.257
1314,0,1,1,1,0,0,1,0,0,0,0,256,5,3,286.31
1315,1,1,0,1,0,0,1,0,0,0,0,256,5,3,280.276
1316,0,1,0,1,0,0,1,0,0,0,1,256,5,3,309.804
1317,0,1,0,1,0,0,1,1,0,0,0,256,5,3,2798.29
1318,0,1,0,1,1,0,1,0,0,0,0,256,5,3,417.579
1319,0,1,0,1,0,1,1,0,0,0,0,256,5,3,446.562
1320,0,1,1,1,0,0,0,0,1,0,0,256,5,3,274.732
1321,1,1,0,1,0,0,0,0,1,0,0,256,5,3,266.028
1322,0,1,0,1,0,0,0,0,1,0,1,256,5,3,294.062
1323,0,1,0,1,0,0,0,1,1,0,0,256,5,3,2867.06
1324,0,1,0,1,1,0,0,0,1,0,0,256,5,3,403.002
1325,0,1,0,1,0,1,0,0,1,0,0,256,5,3,430.321
1326,0,1,1,1,0,0,0,0,0,1,0,256,5,3,299.356
1327,1,1,0,1,0,0,0,0,0,1,0,256,5,3,292.081
1328,0,1,0,1,0,0,0,0,0,1,1,256,5,3,327.131
1329,0,1,0,1,0,0,0,1,0,1,0,256,5,3,2912.27
1330,0,1,0,1,1,0,0,0,0,1,0,256,5,3,430.357
1331,0,1,0,1,0,1,0,0,0,1,0,256,5,3,466.943
1332,0,1,1,1,0,0,1,0,0,0,0,256,6,3,311.659
1333,1,1,0,1,0,0,1,0,0,0,0,256,6,3,302.01
1334,0,1,0,1,0,0,1,0,0,0,1,256,6,3,334.173
1335,0,1,0,1,0,0,1,1,0,0,0,256,6,3,3134.18
1336,0,1,0,1,1,0,1,0,0,0,0,256,6,3,456.357
1337,0,1,0,1,0,1,1,0,0,0,0,256,6,3,490.435
1338,0,1,1,1,0,0,0,0,1,0,0,256,6,3,299.183
1339,1,1,0,1,0,0,0,0,1,0,0,256,6,3,288.878
1340,0,1,0,1,0,0,0,0,1,0,1,256,6,3,321.479
1341,0,1,0,1,0,0,0,1,1,0,0,256,6,3,3217.51
1342,0,1,0,1,1,0,0,0,1,0,0,256,6,3,442.094
1343,0,1,0,1,0,1,0,0,1,0,0,256,6,3,473.687
1344,0,1,1,1,0,0,0,0,0,1,0,256,6,3,323.724
1345,1,1,0,1,0,0,0,0,0,1,0,256,6,3,316.041
1346,0,1,0,1,0,0,0,0,0,1,1,256,6,3,352.631
1347,0,1,0,1,0,0,0,1,0,1,0,256,6,3,3261.66
1348,0,1,0,1,1,0,0,0,0,1,0,256,6,3,471.513
1349,0,1,0,1,0,1,0,0,0,1,0,256,6,3,510.83
1350,0,1,1,1,0,0,1,0,0,0,0,256,0,4,185.756
1351,1,1,0,1,0,0,1,0,0,0,0,256,0,4,187.367
1352,0,1,0,1,0,0,1,0,0,0,1,256,0,4,205.503
1353,0,1,0,1,0,0,1,1,0,0,0,256,0,4,1453.2
1354,0,1,0,1,1,0,1,0,0,0,0,256,0,4,254.262
1355,0,1,0,1,0,1,1,0,0,0,0,256,0,4,272.275
1356,0,1,1,1,0,0,0,0,1,0,0,256,0,4,178.816
1357,1,1,0,1,0,0,0,0,1,0,0,256,0,4,174.232
1358,0,1,0,1,0,0,0,0,1,0,1,256,0,4,188.728
1359,0,1,0,1,0,0,0,1,1,0,0,256,0,4,1493.91
1360,0,1,0,1,1,0,0,0,1,0,0,256,0,4,243.022
1361,0,1,0,1,0,1,0,0,1,0,0,256,0,4,256.64
1362,0,1,1,1,0,0,0,0,0,1,0,256,0,4,202.139
1363,1,1,0,1,0,0,0,0,0,1,0,256,0,4,196.285
1364,0,1,0,1,0,0,0,0,0,1,1,256,0,4,217.582
1365,0,1,0,1,0,0,0,1,0,1,0,256,0,4,1527.69
1366,0,1,0,1,1,0,0,0,0,1,0,256,0,4,264.987
1367,0,1,0,1,0,1,0,0,0,1,0,256,0,4,283.565
1368,0,1,1,1,0,0,1,0,0,0,0,256,1,4,213.096
1369,1,1,0,1,0,0,1,0,0,0,0,256,1,4,209.142
1370,0,1,0,1,0,0,1,0,0,0,1,256,1,4,231.687
1371,0,1,0,1,0,0,1,1,0,0,0,256,1,4,1790.65
1372,0,1,0,1,1,0,1,0,0,0,0,256,1,4,295.1
1373,0,1,0,1,0,1,1,0,0,0,0,256,1,4,316.64
1374,0,1,1,1,0,0,0,0,1,0,0,256,1,4,203.512
1375,1,1,0,1,0,0,0,0,1,0,0,256,1,4,197.024
1376,0,1,0,1,0,0,0,0,1,0,1,256,1,4,215.031
1377,0,1,0,1,0,0,0,1,1,0,0,256,1,4,1836.7
1378,0,1,0,1,1,0,0,0,1,0,0,256,1,4,282.785
1379,0,1,0,1,0,1,0,0,1,0,0,256,1,4,300.448
1380,0,1,1,1,0,0,0,0,0,1,0,256,1,4,226.79
1381,1,1,0,1,0,0,0,0,0,1,0,256,1,4,219.569
1382,0,1,0,1,0,0,0,0,0,1,1,256,1,4,245.293
1383,0,1,0,1,0,0,0,1,0,1,0,256,1,4,1875.13
1384,0,1,0,1,1,0,0,0,0,1,0,256,1,4,304.86
1385,0,1,0,1,0,1,0,0,0,1,0,256,1,4,333.181
1386,0,1,1,1,0,0,1,0,0,0,0,256,2,4,236.809
1387,1,1,0,1,0,0,1,0,0,0,0,256,2,4,233.541
1388,0,1,0,1,0,0,1,0,0,0,1,256,2,4,258.305
1389,0,1,0,1,0,0,1,1,0,0,0,256,2,4,2124.84
1390,0,1,0,1,1,0,1,0,0,0,0,256,2,4,334.462
1391,0,1,0,1,0,1,1,0,0,0,0,256,2,4,360.081
1392,0,1,1,1,0,0,0,0,1,0,0,256,2,4,227.837
1393,1,1,0,1,0,0,0,0,1,0,0,256,2,4,220.303
1394,0,1,0,1,0,0,0,0,1,0,1,256,2,4,241.568
1395,0,1,0,1,0,0,0,1,1,0,0,256,2,4,2182.01
1396,0,1,0,1,1,0,0,0,1,0,0,256,2,4,323.113
1397,0,1,0,1,0,1,0,0,1,0,0,256,2,4,343.532
1398,0,1,1,1,0,0,0,0,0,1,0,256,2,4,251.023
1399,1,1,0,1,0,0,0,0,0,1,0,256,2,4,243.096
1400,0,1,0,1,0,0,0,0,0,1,1,256,2,4,274.366
1401,0,1,0,1,0,0,0,1,0,1,0,256,2,4,2222.27
1402,0,1,0,1,1,0,0,0,0,1,0,256,2,4,345.6
1403,0,1,0,1,0,1,0,0,0,1,0,256,2,4,376.845
1404,0,1,1,1,0,0,1,0,0,0,0,256,3,4,262.707
1405,1,1,0,1,0,0,1,0,0,0,0,256,3,4,256.817
1406,0,1,0,1,0,0,1,0,0,0,1,256,3,4,284.616
1407,0,1,0,1,0,0,1,1,0,0,0,256,3,4,2462.68
1408,0,1,0,1,1,0,1,0,0,0,0,256,3,4,376.982
1409,0,1,0,1,0,1,1,0,0,0,0,256,3,4,403.028
1410,0,1,1,1,0,0,0,0,1,0,0,256,3,4,251.339
1411,1,1,0,1,0,0,0,0,1,0,0,256,3,4,243.66
1412,0,1,0,1,0,0,0,0,1,0,1,256,3,4,267.851
1413,0,1,0,1,0,0,0,1,1,0,0,256,3,4,2528.26
1414,0,1,0,1,1,0,0,0,1,0,0,256,3,4,363.108
1415,0,1,0,1,0,1,0,0,1,0,0,256,3,4,386.912
1416,0,1,1,1,0,0,0,0,0,1,0,256,3,4,275.463
1417,1,1,0,1,0,0,0,0,0,1,0,256,3,4,269.533
1418,0,1,0,1,0,0,0,0,0,1,1,256,3,4,300.48
1419,0,1,0,1,0,0,0,1,0,1,0,256,3,4,2565.49
1420,0,1,0,1,1,0,0,0,0,1,0,256,3,4,389.381
1421,0,1,0,1,0,1,0,0,0,1,0,256,3,4,423.363
1422,0,1,1,1,0,0,1,0,0,0,0,256,4,4,287.416
1423,1,1,0,1,0,0,1,0,0,0,0,256,4,4,280.809
1424,0,1,0,1,0,0,1,0,0,0,1,256,4,4,311.333
1425,0,1,0,1,0,0,1,1,0,0,0,256,4,4,2799.9
1426,0,1,0,1,1,0,1,0,0,0,0,256,4,4,417.245
1427,0,1,0,1,0,1,1,0,0,0,0,256,4,4,446.644
1428,0,1,1,1,0,0,0,0,1,0,0,256,4,4,274.791
1429,1,1,0,1,0,0,0,0,1,0,0,256,4,4,266.113
1430,0,1,0,1,0,0,0,0,1,0,1,256,4,4,294.284
1431,0,1,0,1,0,0,0,1,1,0,0,256,4,4,2872.03
1432,0,1,0,1,1,0,0,0,1,0,0,256,4,4,403.522
1433,0,1,0,1,0,1,0,0,1,0,0,256,4,4,430.267
1434,0,1,1,1,0,0,0,0,0,1,0,256,4,4,299.336
1435,1,1,0,1,0,0,0,0,0,1,0,256,4,4,292.704
1436,0,1,0,1,0,0,0,0,0,1,1,256,4,4,327.239
1437,0,1,0,1,0,0,0,1,0,1,0,256,4,4,2913.51
1438,0,1,0,1,1,0,0,0,0,1,0,256,4,4,429.939
1439,0,1,0,1,0,1,0,0,0,1,0,256,4,4,466.947
1440,0,1,1,1,0,0,1,0,0,0,0,256,5,4,311.901
1441,1,1,0,1,0,0,1,0,0,0,0,256,5,4,301.574
1442,0,1,0,1,0,0,1,0,0,0,1,256,5,4,336.225
1443,0,1,0,1,0,0,1,1,0,0,0,256,5,4,3139.14
1444,0,1,0,1,1,0,1,0,0,0,0,256,5,4,456.472
1445,0,1,0,1,0,1,1,0,0,0,0,256,5,4,491.21
1446,0,1,1,1,0,0,0,0,1,0,0,256,5,4,299.68
1447,1,1,0,1,0,0,0,0,1,0,0,256,5,4,288.662
1448,0,1,0,1,0,0,0,0,1,0,1,256,5,4,320.859
1449,0,1,0,1,0,0,0,1,1,0,0,256,5,4,3229.87
1450,0,1,0,1,1,0,0,0,1,0,0,256,5,4,442.947
1451,0,1,0,1,0,1,0,0,1,0,0,256,5,4,475.433
1452,0,1,1,1,0,0,0,0,0,1,0,256,5,4,323.506
1453,1,1,0,1,0,0,0,0,0,1,0,256,5,4,317.088
1454,0,1,0,1,0,0,0,0,0,1,1,256,5,4,357.58
1455,0,1,0,1,0,0,0,1,0,1,0,256,5,4,3266.04
1456,0,1,0,1,1,0,0,0,0,1,0,256,5,4,471.49
1457,0,1,0,1,0,1,0,0,0,1,0,256,5,4,511.5
1458,0,1,1,1,0,0,1,0,0,0,0,256,6,4,335.819
1459,1,1,0,1,0,0,1,0,0,0,0,256,6,4,325.152
1460,0,1,0,1,0,0,1,0,0,0,1,256,6,4,362.642
1461,0,1,0,1,0,0,1,1,0,0,0,256,6,4,3473.99
1462,0,1,0,1,1,0,1,0,0,0,0,256,6,4,496.61
1463,0,1,0,1,0,1,1,0,0,0,0,256,6,4,535.335
1464,0,1,1,1,0,0,0,0,1,0,0,256,6,4,322.273
1465,1,1,0,1,0,0,0,0,1,0,0,256,6,4,311.714
1466,0,1,0,1,0,0,0,0,1,0,1,256,6,4,347.588
1467,0,1,0,1,0,0,0,1,1,0,0,256,6,4,3569.48
1468,0,1,0,1,1,0,0,0,1,0,0,256,6,4,482.176
1469,0,1,0,1,0,1,0,0,1,0,0,256,6,4,518.761
1470,0,1,1,1,0,0,0,0,0,1,0,256,6,4,347.619
1471,1,1,0,1,0,0,0,0,0,1,0,256,6,4,339.86
1472,0,1,0,1,0,0,0,0,0,1,1,256,6,4,383.434
1473,0,1,0,1,0,0,0,1,0,1,0,256,6,4,3612.59
1474,0,1,0,1,1,0,0,0,0,1,0,256,6,4,511.929
1475,0,1,0,1,0,1,0,0,0,1,0,256,6,4,555.384
1476,0,1,1,1,0,0,1,0,0,0,0,256,0,5,212.229
1477,1,1,0,1,0,0,1,0,0,0,0,256,0,5,209.907
1478,0,1,0,1,0,0,1,0,0,0,1,256,0,5,232.651
1479,0,1,0,1,0,0,1,1,0,0,0,256,0,5,1790.23
1480,0,1,0,1,1,0,1,0,0,0,0,256,0,5,295.642
1481,0,1,0,1,0,1,1,0,0,0,0,256,0,5,317.772
1482,0,1,1,1,0,0,0,0,1,0,0,256,0,5,203.472
1483,1,1,0,1,0,0,0,0,1,0,0,256,0,5,197.454
1484,0,1,0,1,0,0,0,0,1,0,1,256,0,5,215.424
1485,0,1,0,1,0,0,0,1,1,0,0,256,0,5,1847.11
1486,0,1,0,1,1,0,0,0,1,0,0,256,0,5,283.415
1487,0,1,0,1,0,1,0,0,1,0,0,256,0,5,300.5
1488,0,1,1,1,0,0,0,0,0,1,0,256,0,5,226.897
1489,1,1,0,1,0,0,0,0,0,1,0,256,0,5,219.99
1490,0,1,0,1,0,0,0,0,0,1,1,256,0,5,245.747
1491,0,1,0,1,0,0,0,1,0,1,0,256,0,5,1882.61
1492,0,1,0,1,1,0,0,0,0,1,0,256,0,5,306.005
1493,0,1,0,1,0,1,0,0,0,1,0,256,0,5,331.115
1494,0,1,1,1,0,0,1,0,0,0,0,256,1,5,238.627
1495,1,1,0,1,0,0,1,0,0,0,0,256,1,5,233.556
1496,0,1,0,1,0,0,1,0,0,0,1,256,1,5,257.837
1497,0,1,0,1,0,0,1,1,0,0,0,256,1,5,2128.46
1498,0,1,0,1,1,0,1,0,0,0,0,256,1,5,335.29
1499,0,1,0,1,0,1,1,0,0,0,0,256,1,5,360.942
1500,0,1,1,1,0,0,0,0,1,0,0,256,1,5,227.599
1501,1,1,0,1,0,0,0,0,1,0,0,256,1,5,220.31
1502,0,1,0,1,0,0,0,0,1,0,1,256,1,5,242.795
1503,0,1,0,1,0,0,0,1,1,0,0,256,1,5,2190.97
1504,0,1,0,1,1,0,0,0,1,0,0,256,1,5,323.119
1505,0,1,0,1,0,1,0,0,1,0,0,256,1,5,345.277
1506,0,1,1,1,0,0,0,0,0,1,0,256,1,5,251.292
1507,1,1,0,1,0,0,0,0,0,1,0,256,1,5,243.058
1508,0,1,0,1,0,0,0,0,0,1,1,256,1,5,273.712
1509,0,1,0,1,0,0,0,1,0,1,0,256,1,5,2230.17
1510,0,1,0,1,1,0,0,0,0,1,0,256,1,5,348.323
1511,0,1,0,1,0,1,0,0,0,1,0,256,1,5,380.184
1512,0,1,1,1,0,0,1,0,0,0,0,256,2,5,263.164
1513,1,1,0,1,0,0,1,0,0,0,0,256,2,5,257.56
1514,0,1,0,1,0,0,1,0,0,0,1,256,2,5,284.493
1515,0,1,0,1,0,0,1,1,0,0,0,256,2,5,2462.04
1516,0,1,0,1,1,0,1,0,0,0,0,256,2,5,377.008
1517,0,1,0,1,0,1,1,0,0,0,0,256,2,5,403.865
1518,0,1,1,1,0,0,0,0,1,0,0,256,2,5,251.837
1519,1,1,0,1,0,0,0,0,1,0,0,256,2,5,243.489
1520,0,1,0,1,0,0,0,0,1,0,1,256,2,5,269.317
1521,0,1,0,1,0,0,0,1,1,0,0,256,2,5,2537.75
1522,0,1,0,1,1,0,0,0,1,0,0,256,2,5,363.86
1523,0,1,0,1,0,1,0,0,1,0,0,256,2,5,389.025
1524,0,1,1,1,0,0,0,0,0,1,0,256,2,5,275.362
1525,1,1,0,1,0,0,0,0,0,1,0,256,2,5,269.37
1526,0,1,0,1,0,0,0,0,0,1,1,256,2,5,300.963
1527,0,1,0,1,0,0,0,1,0,1,0,256,2,5,2574.14
1528,0,1,0,1,1,0,0,0,0,1,0,256,2,5,390.173
1529,0,1,0,1,0,1,0,0,0,1,0,256,2,5,423.914
1530,0,1,1,1,0,0,1,0,0,0,0,256,3,5,286.986
1531,1,1,0,1,0,0,1,0,0,0,0,256,3,5,281.208
1532,0,1,0,1,0,0,1,0,0,0,1,256,3,5,310.983
1533,0,1,0,1,0,0,1,1,0,0,0,256,3,5,2801.25
1534,0,1,0,1,1,0,1,0,0,0,0,256,3,5,417.606
1535,0,1,0,1,0,1,1,0,0,0,0,256,3,5,448.1
1536,0,1,1,1,0,0,0,0,1,0,0,256,3,5,276.125
1537,1,1,0,1,0,0,0,0,1,0,0,256,3,5,266.559
1538,0,1,0,1,0,0,0,0,1,0,1,256,3,5,295.609
1539,0,1,0,1,0,0,0,1,1,0,0,256,3,5,2881.88
1540,0,1,0,1,1,0,0,0,1,0,0,256,3,5,403.401
1541,0,1,0,1,0,1,0,0,1,0,0,256,3,5,431.857
1542,0,1,1,1,0,0,0,0,0,1,0,256,3,5,299.929
1543,1,1,0,1,0,0,0,0,0,1,0,256,3,5,292.692
1544,0,1,0,1,0,0,0,0,0,1,1,256,3,5,330.251
1545,0,1,0,1,0,0,0,1,0,1,0,256,3,5,2922.82
1546,0,1,0,1,1,0,0,0,0,1,0,256,3,5,430.294
1547,0,1,0,1,0,1,0,0,0,1,0,256,3,5,467.2
1548,0,1,1,1,0,0,1,0,0,0,0,256,4,5,311.09
1549,1,1,0,1,0,0,1,0,0,0,0,256,4,5,301.949
1550,0,1,0,1,0,0,1,0,0,0,1,256,4,5,337.304
1551,0,1,0,1,0,0,1,1,0,0,0,256,4,5,3134.54
1552,0,1,0,1,1,0,1,0,0,0,0,256,4,5,457.009
1553,0,1,0,1,0,1,1,0,0,0,0,256,4,5,491.871
1554,0,1,1,1,0,0,0,0,1,0,0,256,4,5,299.601
1555,1,1,0,1,0,0,0,0,1,0,0,256,4,5,289.785
1556,0,1,0,1,0,0,0,0,1,0,1,256,4,5,322.681
1557,0,1,0,1,0,0,0,1,1,0,0,256,4,5,3225.5
1558,0,1,0,1,1,0,0,0,1,0,0,256,4,5,443.464
1559,0,1,0,1,0,1,0,0,1,0,0,256,4,5,476.265
1560,0,1,1,1,0,0,0,0,0,1,0,256,4,5,323.335
1561,1,1,0,1,0,0,0,0,0,1,0,256,4,5,317.373
1562,0,1,0,1,0,0,0,0,0,1,1,256,4,5,356.605
1563,0,1,0,1,0,0,0,1,0,1,0,256,4,5,3265.15
1564,0,1,0,1,1,0,0,0,0,1,0,256,4,5,471.86
1565,0,1,0,1,0,1,0,0,0,1,0,256,4,5,511.503
1566,0,1,1,1,0,0,1,0,0,0,0,256,5,5,335.265
1567,1,1,0,1,0,0,1,0,0,0,0,256,5,5,325.116
1568,0,1,0,1,0,0,1,0,0,0,1,256,5,5,363.853
1569,0,1,0,1,0,0,1,1,0,0,0,256,5,5,3472.86
1570,0,1,0,1,1,0,1,0,0,0,0,256,5,5,497.878
1571,0,1,0,1,0,1,1,0,0,0,0,256,5,5,535.974
1572,0,1,1,1,0,0,0,0,1,0,0,256,5,5,322.982
1573,1,1,0,1,0,0,0,0,1,0,0,256,5,5,311.986
1574,0,1,0,1,0,0,0,0,1,0,1,256,5,5,349.052
1575,0,1,0,1,0,0,0,1,1,0,0,256,5,5,3576.62
1576,0,1,0,1,1,0,0,0,1,0,0,256,5,5,483.494
1577,0,1,0,1,0,1,0,0,1,0,0,256,5,5,519.096
1578,0,1,1,1,0,0,0,0,0,1,0,256,5,5,347.562
1579,1,1,0,1,0,0,0,0,0,1,0,256,5,5,339.846
1580,0,1,0,1,0,0,0,0,0,1,1,256,5,5,383.352
1581,0,1,0,1,0,0,0,1,0,1,0,256,5,5,3620.31
1582,0,1,0,1,1,0,0,0,0,1,0,256,5,5,512.582
1583,0,1,0,1,0,1,0,0,0,1,0,256,5,5,558.365
1584,0,1,1,1,0,0,1,0,0,0,0,256,6,5,360.76
1585,1,1,0,1,0,0,1,0,0,0,0,256,6,5,349.063
1586,0,1,0,1,0,0,1,0,0,0,1,256,6,5,390.522
1587,0,1,0,1,0,0,1,1,0,0,0,256,6,5,3812.03
1588,0,1,0,1,1,0,1,0,0,0,0,256,6,5,537.468
1589,0,1,0,1,0,1,1,0,0,0,0,256,6,5,579.7
1590,0,1,1,1,0,0,0,0,1,0,0,256,6,5,347.762
1591,1,1,0,1,0,0,0,0,1,0,0,256,6,5,335.456
1592,0,1,0,1,0,0,0,0,1,0,1,256,6,5,375.513
1593,0,1,0,1,0,0,0,1,1,0,0,256,6,5,3921.21
1594,0,1,0,1,1,0,0,0,1,0,0,256,6,5,522.529
1595,0,1,0,1,0,1,0,0,1,0,0,256,6,5,562.767
1596,0,1,1,1,0,0,0,0,0,1,0,256,6,5,372.776
1597,1,1,0,1,0,0,0,0,0,1,0,256,6,5,366.39
1598,0,1,0,1,0,0,0,0,0,1,1,256,6,5,409.913
1599,0,1,0,1,0,0,0,1,0,1,0,256,6,5,3972.31
1600,0,1,0,1,1,0,0,0,0,1,0,256,6,5,555.943
1601,0,1,0,1,0,1,0,0,0,1,0,256,6,5,601.839
1602,0,1,1,1,0,0,1,0,0,0,0,256,0,6,238.477
